Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count total super member accounts balance,Average total super member accounts balance,Median total super member accounts balance
5301,308,308,43961,34248,0.5,155,39669,35067,0.17,51,1970,953,308,48698,37644,308,3244,257,0.14,44,228555,74020,0.14,43,213085,57601,0.64,196,12475,6960,311,86748,44992
5302,532,532,49949,41416,0.67,355,44098,42009,0.09,49,-842,-324,532,52631,42506,532,1855,327,0.08,45,100620,36565,0.08,40,84524,22598,0.71,380,13589,9531,533,131241,51405
5303,121,121,41949,37826,0.68,82,39411,37776,0.03,4,-3950,-2832,121,44787,40048,121,2079,300,0.07,9,95201,29012,0.07,9,88705,24330,0.71,86,9768,6850,142,44212,9362
5304,557,557,44395,38418,0.66,369,39299,37223,0.11,61,29,-503,557,48229,41170,557,2490,300,0.09,48,112427,49588,0.09,49,106529,29806,0.73,409,10989,6798,605,82529,33127
5307,329,329,42512,34089,0.5,166,39239,37340,0.14,45,68,-295,329,46679,37683,329,2583,208,0.16,51,137983,51056,0.15,49,113432,38866,0.64,212,11129,7878,318,88183,42624
5308,63,63,29974,27743,0.44,28,42203,45044,0.11,7,225,853,63,34329,34607,63,2512,96,0.1,6,59182,48478,0.08,5,63312,71906,0.6,38,8691,6581,60,60490,31869
5311,134,134,40117,34817,0.61,82,36652,34630,0.11,15,-41,0,134,43621,35400,134,1977,278,0.06,8,114676,55170,0.06,8,95540,37124,0.69,92,8839,6698,147,65782,23776
5320,279,279,42335,39059,0.73,203,45168,41949,0.13,37,-2083,-876,279,44115,39896,279,1715,480,0.08,22,31235,27318,0.08,22,13526,7890,0.75,208,9903,7829,358,119214,57669
5321,160,160,40770,33313,0.77,123,40795,36562,0.06,10,-795,662,160,42772,34647,160,2002,520,0.08,12,78231,46240,0.08,12,63409,30842,0.69,110,9642,6476,182,87638,54780
5322,400,400,43037,34599,0.78,310,40756,36202,0.11,45,-589,-373,400,45584,35677,400,2474,636,0.06,24,68845,21516,0.06,24,49860,8702,0.72,288,10361,6702,477,127551,43766
5330,1967,1967,43622,36806,0.76,1489,41743,38699,0.15,289,908,480,1967,46314,39060,1967,2517,539,0.06,124,97131,30062,0.07,128,74977,16355,0.72,1423,10742,6958,2243,113595,44337
5331,177,177,46642,33534,0.64,114,42601,38996,0.19,34,-374,-324,177,49499,35488,177,2532,430,0.08,15,33568,12233,0.1,17,26669,13626,0.64,114,15583,7974,195,113544,57655
5332,213,213,48269,39161,0.73,155,41080,40221,0.09,19,3279,1224,213,51871,42665,213,2873,512,0.1,21,64393,48108,0.08,17,55589,25020,0.76,161,12259,6410,242,107506,45478
5333,3412,3412,45893,40032,0.76,2582,45702,43054,0.14,473,-1124,-429,3412,48602,42405,3412,2421,666,0.08,266,62737,24682,0.08,257,47478,16451,0.74,2534,11454,8068,3911,107954,50697
5340,815,815,44230,36950,0.76,618,42882,41773,0.12,97,-35,-1208,815,46769,39097,815,2368,654,0.07,55,97453,21598,0.07,54,75604,9312,0.72,588,12031,7275,1010,103796,38624
5341,4305,4305,43114,37308,0.79,3383,42661,39571,0.12,525,-831,-905,4305,45514,39158,4305,2248,629,0.07,286,77800,36068,0.07,282,53074,22362,0.73,3141,10614,6891,5207,90183,32315
5342,540,540,41487,38613,0.75,403,43912,43130,0.12,67,-1210,-104,540,43633,40957,540,2115,572,0.1,54,128913,48022,0.1,54,104589,35125,0.71,385,9535,7132,609,95166,52762
5343,2714,2714,45504,40468,0.78,2116,46277,43250,0.13,350,-94,-140,2714,47817,42109,2714,2235,695,0.08,219,109225,28248,0.08,212,95482,18728,0.76,2053,11052,7611,3361,99935,41133
5344,406,406,42000,37412,0.75,304,45880,41966,0.11,44,-1908,-796,406,44037,38704,406,1698,550,0.09,35,51548,47361,0.08,34,40777,29464,0.71,287,10489,7143,467,86697,38098
5345,1929,1929,43767,39066,0.74,1429,45337,42155,0.15,284,-116,-94,1929,46179,40464,1929,2224,508,0.08,145,77129,41757,0.07,144,60466,23734,0.73,1408,10422,7617,2173,101628,43507
5346,166,166,43847,39090,0.83,138,42836,40016,0.14,23,2992,998,166,46204,40794,166,2332,694,0.06,10,100660,44380,0.06,10,61933,23292,0.73,121,9971,7432,189,91318,47071
5350,253,253,50020,42356,0.77,196,51157,46532,0.2,50,-2619,-3538,253,52633,43394,253,2445,760,0.08,20,108377,48308,0.09,22,86582,44697,0.77,196,13059,8483,274,139007,77566
5351,3490,3490,51645,44382,0.8,2785,53536,47988,0.17,600,-3306,-2702,3490,53962,46648,3490,2179,678,0.09,315,69308,30940,0.09,313,48406,14646,0.78,2712,13458,9716,3888,130168,65561
5352,3248,3248,56327,44226,0.74,2413,55388,48271,0.16,531,-2546,-1658,3248,59314,46857,3248,2740,686,0.1,310,253115,24968,0.09,298,246460,12462,0.75,2430,17114,10231,3620,153345,73997
5353,2258,2258,51478,41008,0.75,1689,49593,43743,0.14,320,-610,-184,2258,53941,43234,2258,2184,562,0.12,274,72208,24172,0.12,266,55675,12414,0.73,1655,14791,9464,2580,128204,61299
5354,171,171,39412,33967,0.7,119,39648,35080,0.13,22,116,750,171,41691,36124,171,2279,352,0.06,11,29869,10220,0.06,11,22328,6739,0.68,116,8938,6719,223,86477,45267
5355,4424,4424,50273,44876,0.77,3427,52211,48480,0.13,582,-1535,-1196,4424,52638,47066,4424,2319,662,0.08,366,63242,24256,0.08,363,45577,9995,0.76,3363,12910,9997,4917,128748,65902
5356,480,480,43524,38044,0.77,371,45445,43108,0.11,53,-739,-617,480,45861,40630,480,1646,495,0.13,64,65513,15468,0.13,62,55636,11946,0.71,339,10899,8521,526,80245,44155
5357,203,203,37548,31883,0.67,136,41584,39042,0.16,33,-2469,-2067,203,39571,34133,203,1974,444,0.08,17,50615,47544,0.08,17,32112,12335,0.62,125,9722,6839,247,95081,35149
5360,765,765,53587,44969,0.76,578,53633,48134,0.16,124,-3807,-1574,765,56396,48880,765,2579,763,0.11,82,51160,22528,0.1,77,34754,9959,0.77,588,14557,9891,814,126157,67343
5371,863,863,50251,43839,0.78,676,53352,49638,0.18,154,-3472,-2490,863,52366,46048,863,2045,693,0.08,68,104301,42318,0.08,67,84192,23804,0.78,671,12839,9666,905,113972,62218
5372,1268,1268,49761,46356,0.82,1041,52482,50027,0.14,182,-2496,-2087,1268,52134,48997,1268,2312,713,0.09,120,83226,32427,0.09,120,65930,16166,0.8,1017,11847,9926,1359,102622,58372
5373,1844,1844,48057,41288,0.75,1379,47558,44120,0.13,237,-113,-303,1844,50851,43672,1844,2610,598,0.1,176,69070,20614,0.09,174,47476,12078,0.73,1351,12623,8849,2083,114613,54463
5374,776,776,41705,35128,0.65,504,43502,40389,0.11,89,1588,352,776,44387,37637,776,2228,395,0.14,109,75404,25419,0.14,106,60371,16939,0.65,504,11356,7093,882,87597,39659
5381,194,194,36571,33960,0.6,117,38357,37478,0.04,8,-4203,-3287,194,39403,36555,194,2777,300,0.16,31,87952,35134,0.16,31,68464,27243,0.59,115,9743,6108,208,70291,29786
5400,479,479,48751,43959,0.79,377,50909,49020,0.14,66,-3194,-1279,479,51274,46372,479,2486,587,0.1,46,74840,52542,0.09,44,64905,29807,0.76,363,12386,10054,513,101450,56460
5401,437,437,47659,43649,0.76,334,47376,45060,0.11,49,-1638,-1446,437,50809,46611,437,2704,717,0.09,41,56480,28123,0.09,41,40558,16636,0.77,336,11177,9354,499,106899,46029
5410,156,156,44326,39868,0.76,119,49716,44692,0.12,18,-3610,-1763,156,46410,40704,156,2084,447,0.1,15,38371,25055,0.08,13,28327,12800,0.71,110,11932,8237,170,115335,55154
5411,185,185,45197,38221,0.65,120,42598,38252,0.23,43,652,134,185,49049,39745,185,3715,450,0.11,20,78126,66496,0.11,20,68074,53711,0.76,140,10458,6143,199,92678,42145
5412,620,620,47040,37792,0.68,421,45416,40341,0.16,98,645,434,620,50143,39917,620,3093,541,0.1,61,65599,30761,0.1,61,44176,10321,0.69,428,12845,9107,679,143261,60899
5413,473,473,44857,31590,0.65,306,39165,32782,0.13,60,3066,577,473,48107,33239,473,2341,344,0.1,45,46750,28635,0.09,42,41366,13888,0.68,322,12768,6025,498,111004,44852
5414,99,99,32276,28683,0.6,59,35722,32619,0.18,18,6223,1593,99,34882,32584,99,1844,300,0.11,11,44066,28127,0.1,10,35319,18226,0.55,54,7754,5312,101,79612,33731
5415,144,144,45525,32678,0.6,87,48315,42057,0.1,15,-2624,-1721,144,48409,36020,144,2337,300,0.19,28,55342,31817,0.18,26,40818,12732,0.62,90,16408,10768,143,213653,57835
5416,132,132,44260,35470,0.75,99,44302,36693,0.21,28,-5193,-5451,132,50862,38350,132,2252,372,0.08,11,88185,33096,0.08,11,81691,34946,0.67,89,11863,5980,137,117725,55269
5417,794,794,44079,36650,0.67,529,43366,40128,0.16,129,958,746,794,47679,39498,794,3157,590,0.1,82,86151,27418,0.1,79,69071,19346,0.69,549,11378,7960,941,115307,48112
5419,137,137,53180,35181,0.61,83,40572,37834,0.11,15,-2593,-1067,137,57586,37664,137,2754,300,0.06,8,70850,33705,0.05,7,62975,35589,0.63,86,21517,7635,133,121975,34699
5422,630,630,40611,35048,0.72,452,40011,35054,0.1,61,-494,1156,630,42529,36454,630,1797,395,0.09,59,82478,39143,0.1,60,65347,25132,0.7,442,8990,5541,762,77702,33576
5431,522,522,46088,38554,0.66,342,41717,36446,0.12,62,-882,-1004,522,49012,40548,522,2843,422,0.15,77,94558,34292,0.14,72,77848,22048,0.72,378,11196,7559,521,117919,51009
5433,649,649,51569,42700,0.76,493,55851,47959,0.18,118,-1017,-976,649,54098,45432,649,2322,865,0.09,57,58227,20310,0.09,57,41840,17073,0.72,469,14718,11035,750,144844,63459
5434,237,237,48448,40076,0.63,150,39388,36184,0.12,29,2569,-1332,237,52931,42506,237,4386,462,0.11,26,70899,35865,0.11,25,47386,29981,0.72,171,12574,8516,262,116610,46030
5440,135,135,62508,49570,0.66,89,46827,42210,0.16,22,39,-52,135,69087,51761,135,6497,992,0.11,15,122667,35850,0.11,15,78205,9243,0.81,110,16770,9809,146,118193,45923
5451,436,436,47087,38174,0.67,294,46408,43327,0.15,65,767,-263,436,50284,41296,436,2823,630,0.12,53,69278,30075,0.12,52,56461,22408,0.69,299,13558,8917,461,171504,71508
5452,285,285,45078,38123,0.72,205,47681,41531,0.13,38,-2685,-100,285,47967,39155,285,2709,441,0.1,28,33374,14092,0.1,29,32214,13150,0.69,197,12805,8394,303,178496,80645
5453,3024,3024,50599,40368,0.71,2152,48360,41818,0.16,492,-802,-878,3024,53963,42901,3024,2941,638,0.1,306,87474,26130,0.1,301,66620,12113,0.74,2247,13676,8774,3280,142676,63235
5454,211,211,39499,34398,0.63,132,40056,35012,0.09,20,-407,84,211,43371,36745,211,2826,415,0.12,26,142357,22902,0.11,24,146376,14186,0.71,149,8980,6390,220,99784,44855
5460,360,360,48712,38368,0.69,247,43733,39817,0.14,51,-470,-521,360,52569,41278,360,3482,558,0.09,34,128456,16328,0.09,32,104335,12670,0.71,257,13429,8429,383,114962,41110
5461,1375,1375,49101,40466,0.7,967,44770,40926,0.15,200,-1312,-1339,1375,52774,42621,1375,3016,725,0.09,121,93435,25480,0.08,116,67588,14251,0.72,990,13045,8867,1481,133102,49483
5462,317,317,45149,39023,0.71,224,41123,35972,0.12,39,-721,-1110,317,48547,40851,317,3195,647,0.12,37,102255,30000,0.11,35,72032,18172,0.72,229,11629,7913,333,91984,43429
5464,284,284,47941,40848,0.68,193,40379,36208,0.17,47,-4043,-1520,284,51364,43908,284,3030,470,0.08,23,70873,37233,0.08,22,57119,27122,0.7,199,12898,8994,300,115378,54348
5470,72,72,49906,43770,0.62,45,45390,43556,0.15,11,1380,593,72,52359,45923,72,1903,318,0.08,6,30768,25086,0.08,6,12981,7890,0.78,56,12119,8816,74,124852,39548
5472,76,76,38880,33996,0.63,48,34284,29956,0.08,6,7995,4724,76,44194,38966,76,4318,807,0.12,9,129309,22845,0.11,8,128077,17466,0.66,50,8931,5832,90,111279,41173
5473,346,346,43306,37138,0.73,251,44659,41875,0.14,47,-2851,-2648,346,46077,38318,346,2533,559,0.1,33,70425,37963,0.1,36,48234,24594,0.67,231,11469,8361,385,94420,35964
5480,479,479,45056,38239,0.7,337,46058,42360,0.14,67,-1578,-1032,479,47564,41412,479,2160,435,0.1,46,95161,32898,0.1,46,67943,20292,0.72,347,11498,8116,523,113412,64826
5481,315,315,38403,31949,0.6,190,40142,33636,0.12,39,2423,2329,315,40585,33293,315,1641,280,0.1,30,110700,39262,0.09,29,95344,21825,0.63,198,9689,7110,332,128332,63921
5482,329,329,45188,38032,0.62,205,40922,37163,0.12,38,-2406,-1716,329,48169,38682,329,1965,363,0.1,33,98677,28126,0.09,28,59147,23938,0.68,225,12334,7560,323,116615,60973
5483,201,201,46390,36491,0.6,120,45036,35144,0.12,24,-1655,-525,201,51524,38454,201,3292,372,0.16,33,90135,42624,0.16,32,75520,32990,0.65,130,13866,9133,213,153313,59781
5485,331,331,52547,42098,0.73,240,48726,42282,0.11,36,1134,65,331,54979,42829,331,2432,530,0.11,37,58864,25787,0.11,37,38355,21531,0.71,235,15045,10389,341,119811,55783
5490,83,83,49424,43064,0.66,55,43693,33067,0.12,10,1049,675,83,52545,45938,83,2086,338,0.08,7,56809,45091,0.07,6,34972,17234,0.76,63,12420,11800,91,103307,46056
5491,1091,1091,53724,44213,0.71,773,48415,43154,0.13,146,-1167,-1128,1091,58069,47009,1091,3539,693,0.09,102,124163,51084,0.09,95,100729,24472,0.77,837,14576,9610,1135,132262,61358
5495,226,226,46583,40764,0.78,177,47830,44175,0.13,29,-2696,199,226,48561,43064,226,1962,667,0.1,22,42718,27392,0.1,22,38041,29134,0.74,168,11068,8306,277,104091,50689
5501,4007,4007,51241,44456,0.8,3187,52404,48862,0.15,604,-2427,-1645,4007,53595,46410,4007,2211,705,0.1,382,82202,32520,0.1,383,60857,17963,0.79,3167,12913,9477,4537,93983,52061
5502,864,864,54300,41652,0.74,639,49717,45415,0.16,134,-573,-1434,864,57231,45056,864,2813,658,0.1,87,109351,48431,0.1,90,83928,24564,0.73,633,16301,9825,1136,90645,35495
5510,61,61,41562,37565,0.79,48,38553,40695,0.05,3,5023,-2626,61,45847,45830,61,3393,566,0.08,5,83507,9850,0.07,4,102406,9144,0.79,48,7878,6942,67,93340,45961
5520,256,256,47104,37746,0.66,168,42896,37620,0.15,38,2438,-44,256,51132,40388,256,3769,576,0.08,21,108141,40000,0.09,22,101013,27002,0.71,181,12824,6960,300,108141,48993
5521,95,95,59236,36142,0.62,59,32979,25648,0.16,15,219,-2655,95,65771,40113,95,6177,400,0.07,7,294967,133071,0.07,7,256509,133081,0.71,67,19655,9102,94,329788,59807
5522,653,653,47187,35394,0.6,393,45739,37044,0.18,116,827,-151,653,50520,36730,653,3016,435,0.09,56,107245,51048,0.08,54,84116,28176,0.68,443,13736,7840,719,157778,67909
5523,981,981,57247,44655,0.7,687,54085,48013,0.17,162,-937,-1345,981,61020,47989,981,3154,619,0.08,80,79502,26230,0.08,74,73424,13721,0.73,721,17184,11043,1058,154983,69502
5540,7028,7028,49192,40630,0.81,5723,51905,45238,0.13,932,-1907,-1673,7028,51189,42528,7028,1972,753,0.06,393,75791,29391,0.05,381,52550,18079,0.75,5293,12702,8726,8385,113787,50485
5550,459,459,43742,41528,0.76,349,44093,44769,0.14,63,292,356,459,46921,43187,459,3130,722,0.08,38,129606,32120,0.08,35,124542,37491,0.75,344,10117,8014,552,65670,24700
5552,144,144,62693,46223,0.51,73,34474,33800,0.1,14,-246,520,144,70303,54378,144,6312,371,0.06,9,54941,19605,0.06,8,34867,7984,0.8,115,17438,10423,166,116707,34037
5554,2819,2819,51863,42077,0.74,2094,47092,41686,0.14,395,1456,-975,2819,54690,43747,2819,2619,573,0.08,224,87360,28124,0.08,215,65418,15102,0.76,2152,13718,8541,3106,120643,49167
5555,343,343,54003,43679,0.53,183,36723,34654,0.15,51,3313,-579,343,60461,52649,343,5627,360,0.09,31,98585,41699,0.08,27,75690,20976,0.78,269,13030,8742,352,148209,52545
5556,1810,1810,44280,35934,0.68,1226,45148,39327,0.15,267,442,-286,1810,47274,37916,1810,2841,518,0.08,151,64677,28155,0.08,143,47517,12579,0.67,1206,12065,8122,2151,137475,55284
5558,2252,2252,43667,35329,0.64,1451,44050,38558,0.15,349,1231,0,2252,46098,37076,2252,2295,430,0.1,226,91070,36775,0.1,215,69560,16279,0.67,1504,11760,7550,2560,136993,58681
5560,243,243,59908,43236,0.58,142,41935,33810,0.14,34,-767,14,243,66743,49141,243,5257,742,0.08,19,36001,14189,0.07,17,17571,12041,0.76,184,18853,12500,272,182998,51843
5570,199,199,42908,33355,0.6,120,41601,37052,0.09,17,3989,534,199,47180,36262,199,2511,304,0.14,27,226160,51765,0.14,28,189483,19150,0.62,123,12490,8514,241,89428,48071
5571,892,892,48107,36732,0.58,520,44127,38166,0.17,153,2193,-138,892,52072,37783,892,3563,352,0.11,96,115960,34224,0.1,93,93540,17775,0.67,602,14534,8749,996,156963,69330
5572,84,84,65548,52719,0.5,42,36878,33140,0.19,16,9784,1836,84,71843,58854,84,6295,536,0.19,16,63058,43082,0.19,16,36980,26386,0.81,68,18763,12585,87,172448,59619
5573,1090,1090,54225,39722,0.59,645,42379,37434,0.15,160,2693,-350,1090,58682,42484,1090,3999,480,0.1,105,83235,22960,0.09,95,65517,7996,0.72,780,16034,9548,1211,149642,59107
5575,1207,1207,42452,34754,0.6,722,42420,36646,0.16,193,460,-115,1207,46083,36866,1207,2907,407,0.12,144,99692,31254,0.12,139,79966,16660,0.66,792,11591,7903,1319,142761,63495
5576,595,595,43689,34602,0.6,357,45226,37846,0.16,96,-128,-724,595,47148,37138,595,3051,399,0.14,84,61356,29616,0.13,80,46569,16444,0.69,411,11514,7573,656,125094,55176
5577,333,333,34881,28637,0.64,213,36463,31500,0.12,40,1442,-98,333,39418,31469,333,2290,300,0.17,57,79329,28019,0.17,57,65521,19364,0.57,189,10922,7115,343,104927,38692
5580,219,219,45800,40952,0.62,135,37059,30637,0.12,27,-1430,-1064,219,52552,44356,219,4388,701,0.14,31,137369,34363,0.13,28,114874,18658,0.71,156,11845,8544,224,127737,58068
5581,279,279,46764,35762,0.48,134,48434,40799,0.21,59,-960,-711,279,49829,36825,279,2826,280,0.11,31,96124,68161,0.1,29,83394,31648,0.64,178,14156,8908,307,187903,95383
5582,323,323,42882,35702,0.59,192,44037,37444,0.16,52,-799,718,323,45413,37053,323,2268,352,0.09,29,64782,28273,0.09,28,49886,13735,0.67,217,10898,7671,371,160980,82978
5583,372,372,37756,29486,0.6,222,40854,31450,0.1,39,4576,696,372,40032,30303,372,2053,350,0.11,41,121117,41518,0.1,39,107309,23573,0.62,231,9666,5935,430,128583,52028
5600,3504,3504,60315,50040,0.84,2932,64656,57028,0.18,642,-4273,-3154,3504,62709,52514,3504,2353,1128,0.05,189,123583,28000,0.05,182,110416,16132,0.78,2739,17456,13683,4213,171912,87159
5601,51,51,42880,31498,0.8,41,44896,38717,0.14,7,-1532,-2199,51,44210,31674,51,1263,487,0.1,5,48277,41500,0.08,4,64118,35718,0.61,31,13398,8602,66,61323,26324
5602,696,696,46539,36758,0.66,462,50185,41203,0.18,122,-2220,-1976,696,49480,38722,696,2648,436,0.07,50,102282,32678,0.07,49,95488,33348,0.71,496,13113,7830,813,130733,58207
5603,269,269,49070,42197,0.59,160,43457,43091,0.12,33,-4405,-2389,269,51839,44327,269,1869,360,0.12,31,81442,22050,0.11,29,60543,12375,0.7,188,13461,8943,265,95866,53731
5604,104,104,47851,31788,0.54,56,47148,40729,0.3,31,-1446,-232,104,51787,36904,104,3813,565,0.09,9,81403,88219,0.1,10,42080,17656,0.63,66,14005,11783,128,123180,50977
5605,1038,1038,44292,35940,0.59,617,45215,38991,0.14,150,-239,-468,1038,47642,38726,1038,2968,476,0.09,89,71360,38599,0.08,88,51109,16021,0.69,721,11718,7446,1120,166366,66694
5606,8609,8609,50977,41390,0.77,6626,47493,41797,0.14,1227,-1395,-1294,8609,53549,43200,8609,2468,623,0.07,636,92742,30224,0.07,616,70589,14048,0.77,6600,13472,8570,9828,127205,49337
5607,2041,2041,48231,39682,0.67,1365,46954,40985,0.13,269,417,-598,2041,51712,42012,2041,2869,450,0.11,226,76836,28185,0.11,222,60139,14110,0.72,1460,13277,8776,2181,133428,52740
5608,5380,5380,52242,42754,0.85,4597,56516,48973,0.1,536,-3848,-2631,5380,54030,44138,5380,1780,906,0.04,194,42493,17836,0.04,189,32898,8737,0.75,4036,14148,10879,7080,102453,44876
5609,993,993,63556,52923,0.9,895,68224,58649,0.13,126,-5625,-3550,993,65773,55399,993,2162,1222,0.04,43,27249,20950,0.05,45,23133,15632,0.81,802,18244,14815,1093,121664,61434
5630,74,74,47160,48574,0.62,46,49489,50702,0.16,12,-6353,-1693,74,49931,50233,74,2142,298,0.09,7,69912,35370,0.08,6,50528,26308,0.8,59,11068,9636,79,86033,50815
5631,788,788,55839,44764,0.62,491,42919,40198,0.15,117,-2272,-2242,788,61504,49469,788,4063,410,0.06,49,81402,27189,0.06,49,63051,17198,0.75,593,16036,9989,774,173227,55634
5633,207,207,39740,40021,0.53,110,33871,26610,0.13,27,4349,1217,207,47810,46313,207,4342,497,0.12,24,47049,14886,0.12,24,34315,7016,0.74,154,10072,7756,217,101391,37066
5640,649,649,49154,42127,0.62,404,46353,42738,0.17,111,-313,-451,649,54682,46034,649,3274,495,0.1,66,92374,36768,0.1,63,82257,21657,0.72,470,13486,10010,685,161577,64797
5641,651,651,47350,37979,0.54,350,41924,36632,0.14,93,-452,-407,651,52491,42576,651,4071,354,0.08,52,113759,29837,0.08,49,85208,21512,0.74,484,12109,8242,651,134874,49524
5642,130,130,49321,40810,0.51,66,31480,27842,0.18,24,-3591,-3116,130,54237,45829,130,4560,261,0.06,8,92070,39310,0.06,8,67593,21968,0.75,97,12120,9982,123,139645,39133
5650,70,70,61123,53967,0.36,25,25963,21683,0.13,9,-84,2512,70,69968,54254,70,8743,795,0.11,8,335311,67140,0.11,8,317994,28050,0.8,56,16347,10972,74,144626,50218
5652,455,455,49999,43084,0.63,287,46612,42070,0.11,48,-1548,-1895,455,53668,45408,455,3390,516,0.1,47,105163,34667,0.1,45,96764,22942,0.75,341,13407,9810,458,132905,58436
5654,102,102,46666,38868,0.66,67,39221,32954,0.13,13,-106,-1613,102,52182,44580,102,3530,308,0.11,11,84715,43556,0.1,10,56874,29851,0.79,81,10824,7539,107,128890,54456
5670,276,276,45804,39572,0.65,180,42856,37864,0.14,39,-590,-854,276,50452,41844,276,3076,712,0.12,33,72306,45791,0.11,31,40749,15986,0.73,201,11706,8895,296,127916,55641
5680,1320,1320,46312,36620,0.68,894,41218,36365,0.14,188,-602,-749,1320,49232,39396,1320,2547,372,0.12,161,78678,36204,0.12,155,57626,20633,0.72,944,12232,7444,1388,130085,53646
5690,2141,2141,51155,44239,0.81,1735,48026,43779,0.14,296,-1242,-982,2141,54141,47116,2141,2783,846,0.09,192,107153,37670,0.09,191,80511,21662,0.78,1670,12699,9249,2511,96587,39526
5700,5427,5427,52060,43684,0.85,4625,53355,46557,0.13,715,-2420,-1904,5427,54527,45756,5427,2402,990,0.05,261,90323,24497,0.05,255,73559,13937,0.78,4209,13305,9522,6845,115950,47224
5710,1263,1263,58040,49336,0.87,1101,58739,52217,0.16,198,-2025,-1870,1263,60966,52474,1263,2874,1391,0.06,75,59857,23303,0.06,75,42914,11421,0.82,1041,14966,10789,1429,136431,70329
5720,117,117,70298,61842,0.91,107,65073,63433,0.26,30,-3899,-2917,117,73080,64123,117,2781,1233,0.04,5,7511,7200,0.03,3,3467,3355,0.9,105,18387,13453,162,118769,55450
5722,168,168,50408,36220,0.79,132,57049,48832,0.22,37,-4721,-3723,168,52289,37374,168,1881,746,0.12,20,43269,6356,0.1,16,41020,7442,0.63,106,15274,10953,211,78820,37688
5723,831,831,44697,39117,0.77,642,46831,43038,0.12,102,-1906,-697,831,46653,40132,831,1893,462,0.12,102,51968,21914,0.12,100,37480,11849,0.7,580,10433,7432,1005,58809,22150
5724,119,119,45377,38500,0.87,104,47483,44406,0.09,11,-10926,-5135,119,52606,42603,119,1334,435,0.03,4,214605,110504,0.03,4,185738,73648,0.66,79,10810,9220,154,53148,13846
5725,2517,2517,84257,80697,0.96,2415,87177,85361,0.27,685,-7209,-5228,2517,87031,84137,2517,2746,1470,0.04,99,54421,16380,0.04,104,37386,8868,0.86,2156,25138,22541,2817,104879,62760
5731,136,136,59405,46419,0.93,127,52243,49714,0.21,28,-1245,-3165,136,61792,49214,136,2362,1076,0.12,17,27699,11537,0.12,16,22638,6501,0.79,107,15177,9787,192,122070,48208
5732,87,87,46496,37311,0.78,68,37524,27876,0.07,6,-5252,-4734,87,49341,38451,87,2846,443,0.1,9,24884,18200,0.1,9,13757,6267,0.64,56,11753,7072,124,41292,15604
5734,73,73,53675,37319,0.95,69,43459,37099,0.14,10,-4702,-3728,73,57467,40603,73,3792,579,0.04,3,52229,8120,0.01,1,73035,73035,0.77,56,13582,5545,98,68774,15560
6000,8890,8890,67146,46265,0.85,7515,69665,52000,0.12,1085,-5210,-4076,8890,69569,48454,8890,2375,412,0.07,632,88533,19582,0.07,578,67864,10006,0.77,6846,22748,12687,13795,66019,8580
6003,2995,2995,61495,45517,0.87,2600,61113,49400,0.12,358,-6362,-4870,2995,63739,47695,2995,2177,472,0.09,273,57177,21083,0.08,251,37170,12153,0.78,2331,19174,11226,4652,63863,8786
6004,7569,7569,71400,48495,0.83,6291,73111,53999,0.16,1201,-5268,-4491,7569,74277,50887,7569,2812,500,0.07,534,199804,20279,0.06,479,187578,9824,0.76,5783,25061,13596,9329,106218,18445
6005,4106,4106,73960,52929,0.84,3447,72841,56594,0.15,614,-3945,-3251,4106,77872,55522,4106,3837,539,0.09,355,74089,20460,0.08,322,55228,8589,0.79,3263,25230,14600,5543,103346,20250
6006,5775,5775,75084,54669,0.8,4626,74745,58941,0.2,1179,-4316,-3279,5775,78386,57362,5775,3173,743,0.11,662,116065,25856,0.11,610,87361,12399,0.79,4590,25004,15720,6799,139084,49765
6007,5053,5053,84712,59885,0.81,4112,80684,63115,0.2,1004,-4292,-3234,5053,89061,63571,5053,4294,857,0.1,485,130133,30500,0.09,456,75076,12415,0.82,4126,29239,16955,5906,168259,48651
6008,9941,9941,91425,58778,0.74,7368,86227,62323,0.2,1978,-2813,-1710,9941,96255,61756,9941,4671,800,0.1,1024,146757,32234,0.1,996,85288,11673,0.78,7714,34962,18267,11436,252719,61187
6009,11273,11273,144599,55063,0.65,7373,98029,51423,0.23,2557,-2241,-344,11273,160770,59930,11273,15786,660,0.1,1166,290152,52284,0.1,1123,164367,18322,0.73,8228,72854,20700,12328,406875,77881
6010,11174,11174,108739,56734,0.66,7321,93264,58144,0.2,2259,-2826,-1707,11174,114744,60796,11174,5738,787,0.1,1091,193163,34052,0.09,1043,124950,13506,0.75,8350,47341,19881,11896,349938,86769
6011,6431,6431,155264,68586,0.63,4083,103924,56040,0.2,1308,-3859,-847,6431,196523,73971,6431,39986,886,0.11,703,283269,44500,0.1,669,178757,17720,0.79,5050,71817,22977,7317,440041,77786
